cfips,population,year
29091,30593,2020
29093,8087,2020
29095,527028,2020
29097,89146,2020
29099,170514,2020
29101,42090,2020
29103,3015,2020
29105,26817,2020
29107,25031,2020
29109,28450,2020
29111,7725,2020
29113,41271,2020
29115,9270,2020
29117,11813,2020
29119,16932,2020
29121,11640,2020
29123,9430,2020
29125,7059,2020
29127,21788,2020
29129,2729,2020
29131,19105,2020
29133,10737,2020
29135,11924,2020
29137,6722,2020
29139,8922,2020
29141,15590,2020
29143,13649,2020
29145,44112,2020
29147,18853,2020
29149,8326,2020
29151,10459,2020
29153,7421,2020
29155,12554,2020
29157,14557,2020
29159,31823,2020
29161,35378,2020
29163,14434,2020
29165,75260,2020
29167,24284,2020
29169,40946,2020
29171,3722,2020
29173,8043,2020
29175,19491,2020
29177,17594,2020
29179,5035,2020
29181,10555,2020
29183,297042,2020
29185,7549,2020
29186,13985,2020
29187,52285,2020
29189,777086,2020
29195,17804,2020
29197,3306,2020
29199,3509,2020
29201,29520,2020
29203,6447,2020
29205,4603,2020
29207,22925,2020
29209,26210,2020
29211,4926,2020
29213,43069,2020
29215,20155,2020
29217,15769,2020
29219,25769,2020
29221,19188,2020
29223,10510,2020
29225,27739,2020
29227,1613,2020
29229,13758,2020
29510,250081,2020
30001,7660,2020
30003,8882,2020
30005,4718,2020
30007,4686,2020
30009,8630,2020
30011,1061,2020
30013,63367,2020
30015,4411,2020
30017,9255,2020
30019,1389,2020
30021,7227,2020
30023,7680,2020
30025,2164,2020
30027,8973,2020
30029,76256,2020
30031,83509,2020
30033,901,2020
30035,9370,2020
30037,595,2020
30039,2704,2020
30041,11913,2020
30043,9312,2020
30045,1600,2020
30047,22600,2020
30049,52505,2020
30051,1786,2020
30053,15827,2020
30055,1301,2020
30057,6942,2020
30059,1575,2020
30061,3451,2020
30063,93777,2020
30065,3796,2020
30067,13223,2020
30069,346,2020
30071,3154,2020
30073,4520,2020
30075,1368,2020
30077,5854,2020
30079,1026,2020
30081,33645,2020
30083,8613,2020
30085,7520,2020
30087,6535,2020
30089,9454,2020
30091,2820,2020
30093,27786,2020
30095,7360,2020
30097,2887,2020
30099,4637,2020
30101,3999,2020
30103,624,2020
30105,5885,2020
30107,1627,2020
30109,839,2020
30111,120595,2020
31001,24050,2020
31003,4865,2020
31005,307,2020
31007,542,2020
31009,375,2020
31011,4072,2020
31013,8265,2020
31015,1587,2020
31017,2389,2020
31019,37581,2020
31021,5067,2020
31023,6166,2020
31025,19426,2020
31027,6371,2020
31029,2926,2020
31031,4539,2020
31033,7491,2020
31035,4710,2020
31037,7547,2020
31039,6775,2020
31041,8288,2020
31043,14438,2020
31045,7286,2020
31047,17260,2020
31049,1508,2020
31051,4297,2020
31053,27925,2020
31055,411948,2020
31057,1478,2020
31059,4455,2020
31061,2436,2020
31063,2091,2020
31065,3723,2020
31067,16799,2020
31069,1485,2020
31071,1570,2020
31073,1627,2020
31075,558,2020
31077,1838,2020
31079,44614,2020
31081,6964,2020
31083,2663,2020
31085,738,2020
31087,2201,2020
31089,7764,2020
31091,580,2020
31093,4863,2020
31095,5593,2020
31097,4222,2020
31099,4929,2020
31101,6488,2020
31103,614,2020
31105,2840,2020
31107,6426,2020
31109,238834,2020
31111,26890,2020
31113,627,2020
31115,497,2020
31117,350,2020
31119,26347,2020
31121,6075,2020
31123,3674,2020
31125,2742,2020
31127,5536,2020
31129,3406,2020
31131,12069,2020
31133,2121,2020
31135,2191,2020
31137,6953,2020
31139,5378,2020
31141,24479,2020
31143,4039,2020
31145,8333,2020
31147,6320,2020
31149,1124,2020
31151,10645,2020
31153,128791,2020
31155,15784,2020
31157,27229,2020
31159,13107,2020
31161,4049,2020
31163,2419,2020
31165,1003,2020
31167,4471,2020
31169,3966,2020
31171,515,2020
31173,4585,2020
31175,3271,2020
31177,15292,2020
31179,7531,2020
31181,2754,2020
31183,672,2020
31185,10613,2020
32001,18531,2020
32003,1637220,2020
32005,39493,2020
32007,37863,2020
32009,785,2020
32011,1394,2020
32013,12260,2020
32015,4068,2020
32017,4317,2020
32019,41570,2020
32021,3679,2020
32023,36248,2020
32027,5515,2020
32029,3344,2020
32031,351134,2020
32033,7732,2020
32510,43220,2020
33001,49143,2020
33003,40059,2020
33005,62441,2020
33007,26704,2020
33009,74857,2020
33011,324765,2020
33013,120166,2020
33015,244204,2020
33017,103890,2020
33019,34830,2020
34001,210361,2020
34003,730591,2020
34005,351412,2020
34007,390730,2020
34009,77092,2020
34011,116897,2020
34013,604584,2020
34015,225730,2020
34017,530973,2020
34019,99812,2020
34021,289590,2020
34023,645561,2020
34025,488051,2020
34027,387164,2020
34029,451408,2020
34031,383020,2020
34033,49531,2020
34035,255592,2020
34037,113060,2020
34039,422703,2020
34041,84581,2020
35001,526113,2020
35003,3071,2020
35005,47878,2020
35006,20540,2020
35007,10042,2020
35009,36788,2020
35011,1512,2020
35013,161382,2020
35015,42240,2020
35017,22187,2020
35019,3608,2020
35021,389,2020
35023,3370,2020
35025,48961,2020
35027,15869,2020
35028,14188,2020
35029,17879,2020
35031,51483,2020
35033,3711,2020
35035,50305,2020
35037,6515,2020
35039,29989,2020
35041,14389,2020
35043,107106,2020
35045,92752,2020
35047,22383,2020
35049,120910,2020
35051,9339,2020
35053,13077,2020
35055,26835,2020
35057,12302,2020
35059,3385,2020
35061,57772,2020
36001,250030,2020
36003,37439,2020
36005,1076792,2020
36007,156441,2020
36009,60246,2020
36011,62241,2020
36013,102908,2020
36015,67080,2020
36017,38207,2020
36019,66259,2020
36021,49954,2020
36023,38687,2020
36025,37648,2020
36027,236843,2020
36029,731323,2020
36031,31426,2020
36033,40780,2020
36035,42766,2020
36037,46178,2020
36039,39560,2020
36041,3942,2020
36043,49444,2020
36045,86671,2020
36047,2000988,2020
36049,20527,2020
36051,52311,2020
36053,57437,2020
36055,586875,2020
36057,38141,2020
36059,1061459,2020
36061,1396709,2020
36063,168858,2020
36065,181700,2020
36067,364192,2020
36069,86907,2020
36071,281128,2020
36073,33010,2020
36075,93675,2020
36077,50366,2020
36079,78759,2020
36081,1833055,2020
36083,127708,2020
36085,369598,2020
36087,233621,2020
36089,87140,2020
36091,180408,2020
36093,121408,2020
36095,25709,2020
36097,14477,2020
36099,27697,2020
36101,75719,2020
36103,1164993,2020
36105,59179,2020
36107,38550,2020
36109,87600,2020
36111,146883,2020
36113,52524,2020
36115,49918,2020
36117,71151,2020
36119,751715,2020
36121,32501,2020
36123,19359,2020
37001,124373,2020
37003,29501,2020
37005,9030,2020
37007,20370,2020
37009,21893,2020
37011,14794,2020
37013,37484,2020
37015,16136,2020
37017,26653,2020
37019,106239,2020
37021,206161,2020
37023,72310,2020
37025,149062,2020
37027,64909,2020
37029,7956,2020
37031,56506,2020
37033,18435,2020
37035,121372,2020
37037,55441,2020
37039,22897,2020
37041,11204,2020
37043,8924,2020
37045,75707,2020
37047,44114,2020
37049,80314,2020
37051,249586,2020
37053,20054,2020
37055,28832,2020
37057,127834,2020
37059,32953,2020
37061,44674,2020
37063,240820,2020
37065,41130,2020
37067,284778,2020
37069,50328,2020
37071,167116,2020
37073,9165,2020
37075,6802,2020
37077,46602,2020
37079,16620,2020
37081,405752,2020
37083,40562,2020
37085,95596,2020
37087,49364,2020
37089,91623,2020
37091,19521,2020
37093,38389,2020
37095,4228,2020
37097,132085,2020
37099,35093,2020
37101,141466,2020
37103,7852,2020
37105,45255,2020
37107,44310,2020
37109,63879,2020
37111,35833,2020
37113,28022,2020
37115,17523,2020
37117,18279,2020
37119,800249,2020
37121,12272,2020
37123,21113,2020
37125,75267,2020
37127,72984,2020
37129,181838,2020
37131,16559,2020
37133,146557,2020
37135,114412,2020
37137,10771,2020
37139,30704,2020
37141,45795,2020
37143,10880,2020
37145,30940,2020
37147,138887,2020
37149,17030,2020
37151,109961,2020
37153,34731,2020
37155,99539,2020
37157,72449,2020
37159,108141,2020
37161,52555,2020
37163,47901,2020
37165,27152,2020
37167,47837,2020
37169,36985,2020
37171,56496,2020
37173,11058,2020
37175,28140,2020
37177,3589,2020
37179,163954,2020
37181,33881,2020
37183,790704,2020
37185,16342,2020
37187,9677,2020
37189,47051,2020
37191,94393,2020
37193,54205,2020
37195,62323,2020
37197,29604,2020
37199,14371,2020
38001,1849,2020
38003,8751,2020
38005,4506,2020
38007,727,2020
38009,5223,2020
38011,2410,2020
38013,1544,2020
38015,72094,2020
38017,135349,2020
38019,3014,2020
38021,3826,2020
38023,1972,2020
38025,3328,2020
38027,1803,2020
38029,2703,2020
38031,2568,2020
38033,1453,2020
38035,55849,2020
38037,1899,2020
38039,1828,2020
38041,2033,2020
38043,1949,2020
38045,3246,2020
38047,1555,2020
38049,4519,2020
38051,2188,2020
38053,8718,2020
38055,7544,2020
38057,6637,2020
38059,23714,2020
38061,7471,2020
38063,2386,2020
38065,1396,2020
38067,5558,2020
38069,3318,2020
38071,8855,2020
38073,4202,2020
38075,1912,2020
38077,12826,2020
38079,9653,2020
38081,3124,2020
38083,1177,2020
38085,2814,2020
38087,553,2020
38089,23066,2020
38091,1527,2020
38093,16810,2020
38095,1734,2020
38097,6195,2020
38099,8345,2020
38101,52772,2020
38103,3219,2020
38105,24771,2020
39001,21028,2020
39003,79525,2020
39005,41308,2020
39007,76225,2020
39009,56132,2020
39011,34659,2020
39013,55431,2020
39015,33585,2020
39017,288150,2020
39019,21815,2020
39021,30081,2020
39023,104485,2020
39025,155262,2020
39027,32037,2020
39029,82482,2020
39031,27941,2020
39033,32802,2020
39035,989091,2020
39037,39314,2020
39039,29379,2020
39041,143776,2020
39043,59672,2020
39045,115862,2020
39047,21796,2020
39049,976261,2020
39051,32174,2020
39053,23279,2020
39055,71888,2020
39057,131569,2020
39059,30499,2020
39061,624058,2020
39063,58690,2020
39065,24171,2020
39067,12085,2020
39069,20876,2020
39071,32570,2020
39073,22129,2020
39075,29732,2020
39077,44180,2020
39079,24641,2020
39081,53927,2020
39083,47187,2020
39085,182808,2020
39087,47157,2020
39089,131925,2020
39091,34617,2020
39093,237914,2020
39095,332374,2020
39097,34839,2020
39099,184212,2020
39101,51625,2020
39103,136601,2020
39105,18134,2020
39107,30324,2020
39109,80496,2020
39111,11147,2020
39113,413354,2020
39115,11555,2020
39117,26647,2020
39119,66249,2020
39121,11785,2020
39123,32937,2020
39125,14397,2020
39127,27416,2020
39129,44881,2020
39131,21588,2020
39133,131658,2020
39135,31782,2020
39137,25295,2020
39139,94959,2020
39141,60423,2020
39143,45716,2020
39145,59671,2020
39147,43191,2020
39149,36439,2020
39151,292310,2020
39153,426477,2020
39155,159890,2020
39157,71228,2020
39159,41782,2020
39161,21641,2020
39163,10169,2020
39165,169152,2020
39167,48678,2020
39169,87759,2020
39171,28468,2020
39173,103264,2020
39175,17023,2020
40001,16274,2020
40003,4686,2020
40005,10736,2020
40007,4056,2020
40009,16867,2020
40011,7610,2020
40013,35012,2020
40015,21926,2020
40017,100772,2020
40019,36133,2020
40021,37607,2020
40023,11270,2020
40025,1651,2020
40027,215938,2020
40029,4222,2020
40031,93300,2020
40033,4568,2020
40035,11281,2020
40037,53964,2020
40039,21865,2020
40041,33393,2020
40043,3587,2020
40045,3120,2020
40047,46044,2020
40049,20819,2020
40051,41408,2020
40053,3356,2020
40055,4792,2020
40057,2066,2020
40059,2828,2020
40061,9635,2020
40063,10526,2020
40065,18884,2020
40067,4737,2020
40069,8437,2020
40071,33645,2020
40073,11381,2020
40075,6880,2020
40077,8201,2020
40079,37923,2020
40081,26359,2020
40083,35082,2020
40085,7434,2020
40087,28680,2020
40089,24591,2020
40091,15779,2020
40093,5765,2020
40095,12540,2020
40097,31224,2020
40099,10627,2020
40101,52167,2020
40103,8626,2020
40105,7993,2020
40107,9299,2020
40109,581062,2020
40111,29586,2020
40113,36656,2020
40115,23730,2020
40117,12487,2020
40119,65798,2020
40121,34546,2020
40123,29222,2020
40125,54601,2020
40127,8644,2020
40129,2756,2020
40131,68940,2020
40133,18729,2020
40135,31708,2020
40137,33664,2020
40139,15212,2020
40141,5706,2020
40143,479194,2020
40145,58538,2020
40147,39638,2020
40149,8526,2020
40151,7292,2020
40153,15630,2020
41001,12877,2020
41003,74956,2020
41005,316907,2020
41007,31051,2020
41009,39775,2020
41011,51549,2020
41013,17899,2020
41015,19199,2020
41017,143103,2020
41019,87278,2020
41021,1513,2020
41023,5875,2020
41025,5729,2020
41027,17425,2020
41029,169651,2020
41031,17680,2020
41033,68693,2020
41035,51902,2020
41037,6365,2020
41039,299602,2020
41041,39682,2020
41043,94708,2020
41045,22692,2020
41047,251461,2020
41049,8070,2020
41051,644140,2020
41053,62597,2020
41055,1342,2020
41057,21131,2020
41059,57208,2020
41061,20269,2020
41063,5646,2020
41065,20037,2020
41067,444412,2020
41069,1205,2020
41071,80136,2020
42001,81177,2020
42003,994227,2020
42005,53455,2020
42007,134298,2020
42009,38883,2020
42011,322426,2020
42013,98445,2020
42015,47744,2020
42017,495803,2020
42019,148369,2020
42021,108493,2020
42023,3907,2020
42025,51415,2020
42027,136949,2020
42029,397609,2020
42031,31518,2020
42033,65399,2020
42035,31106,2020
42037,54459,2020
42039,67957,2020
42041,197258,2020
42043,212762,2020
42045,438615,2020
42047,24601,2020
42049,216136,2020
42051,106728,2020
42053,6603,2020
42055,118937,2020
42057,11558,2020
42059,29965,2020
42061,37031,2020
42063,70179,2020
42065,34730,2020
42067,18988,2020
42069,168457,2020
42071,410196,2020
42073,69913,2020
42075,106866,2020
42077,280105,2020
42079,255393,2020
42081,91212,2020
42083,33433,2020
42085,90309,2020
42087,35913,2020
42089,133799,2020
42091,642409,2020
42093,14613,2020
42095,240726,2020
42097,74087,2020
42099,35964,2020
42101,1229255,2020
42103,45178,2020
42105,13387,2020
42107,115182,2020
42109,31929,2020
42111,61108,2020
42113,5455,2020
42115,33496,2020
42117,33012,2020
42119,37034,2020
42121,41953,2020
42123,32217,2020
42125,166730,2020
42127,42752,2020
42129,288764,2020
42131,22110,2020
42133,345164,2020
44001,39519,2020
44003,132605,2020
44005,68554,2020
44007,502574,2020
44009,104490,2020
45001,19493,2020
45003,130281,2020
45005,7464,2020
45007,150722,2020
45009,11633,2020
45011,16302,2020
45013,147387,2020
45015,158533,2020
45017,11810,2020
45019,316093,2020
45021,43451,2020
45023,24928,2020
45025,35673,2020
45027,27267,2020
45029,29080,2020
45031,52015,2020
45033,22934,2020
45035,116744,2020
45037,21818,2020
45039,18228,2020
45041,105337,2020
45043,49808,2020
45045,382168,2020
45047,54120,2020
45049,15461,2020
45051,260978,2020
45053,21995,2020
45055,49345,2020
45057,69937,2020
45059,52002,2020
45061,14005,2020
45063,219265,2020
45065,8413,2020
45067,24255,2020
45069,21601,2020
45071,29629,2020
45073,61189,2020
45075,68782,2020
45077,99057,2020
45079,319982,2020
45081,15837,2020
45083,231739,2020
45085,80987,2020
45087,21699,2020
45089,24981,2020
45091,195246,2020
46003,1998,2020
46005,13505,2020
46007,2215,2020
46009,5634,2020
46011,27295,2020
46013,29564,2020
46015,3921,2020
46017,1284,2020
46019,7714,2020
46021,1145,2020
46023,6577,2020
46025,2718,2020
46027,11528,2020
46029,21281,2020
46031,2672,2020
46033,7219,2020
46035,15384,2020
46037,4311,2020
46039,3302,2020
46041,3676,2020
46043,2252,2020
46045,2975,2020
46047,5583,2020
46049,1814,2020
46051,5570,2020
46053,3214,2020
46055,1588,2020
46057,4116,2020
46059,2588,2020
46061,2322,2020
46063,1014,2020
46065,13396,2020
46067,5510,2020
46069,1053,2020
46071,2257,2020
46073,1600,2020
46075,634,2020
46077,3873,2020
46079,9981,2020
46081,20718,2020
46083,39219,2020
46085,2756,2020
46087,4006,2020
46089,1890,2020
46091,3586,2020
46093,20907,2020
46095,1401,2020
46097,1661,2020
46099,139458,2020
46101,4870,2020
46102,9002,2020
46103,83715,2020
46105,2282,2020
46107,1821,2020
46109,7487,2020
46111,1860,2020
46115,4940,2020
46117,2239,2020
46119,1014,2020
46121,6057,2020
46123,4230,2020
46125,6294,2020
46127,11512,2020
46129,4217,2020
46135,17884,2020
46137,1914,2020
47001,59771,2020
47003,35309,2020
47005,13034,2020
47007,12233,2020
47009,101898,2020
47011,81352,2020
47013,31471,2020
47015,11007,2020
47017,22038,2020
47019,45677,2020
47021,30855,2020
47023,13285,2020
47025,25647,2020
47027,6157,2020
47029,27991,2020
47031,41398,2020
47033,11008,2020
47035,48065,2020
47037,538527,2020
47039,9195,2020
47041,15342,2020
47043,39709,2020
47045,28564,2020
47047,31726,2020
47049,14078,2020
47051,32982,2020
47053,37257,2020
47055,23067,2020
47057,18217,2020
47059,55227,2020
47061,10374,2020
47063,48903,2020
47065,282626,2020
47067,5245,2020
47069,20577,2020
47071,20402,2020
47073,44836,2020
47075,13690,2020
47077,21430,2020
47079,25542,2020
47081,19319,2020
47083,6385,2020
47085,14530,2020
47087,9478,2020
47089,42377,2020
47091,14826,2020
47093,359359,2020
47095,6388,2020
47097,20245,2020
47099,32139,2020
47101,9279,2020
47103,26179,2020
47105,41359,2020
47107,41463,2020
47109,20155,2020
47111,17769,2020
47113,75505,2020
47115,22373,2020
47117,24599,2020
47119,68751,2020
47121,9393,2020
47123,35948,2020
47125,143435,2020
47127,5055,2020
47129,17467,2020
47131,23828,2020
47133,17099,2020
47135,6162,2020
47137,4143,2020
47139,13394,2020
47141,60418,2020
47143,25040,2020
47145,42844,2020
47147,52271,2020
47149,230671,2020
47151,16595,2020
47153,11587,2020
47155,76153,2020
47157,700758,2020
47159,14954,2020
47161,10493,2020
47163,125986,2020
47165,136432,2020
47167,46060,2020
47169,7677,2020
47171,14539,2020
47173,15071,2020
47175,4638,2020
47177,30843,2020
47179,102358,2020
47181,13510,2020
47183,27061,2020
47185,20651,2020
47187,158117,2020
47189,100854,2020
48001,46648,2020
48003,12299,2020
48005,64914,2020
48007,20044,2020
48009,6877,2020
48011,1520,2020
48013,35266,2020
48015,22460,2020
48017,5068,2020
48019,18004,2020
48021,61481,2020
48023,2791,2020
48025,25742,2020
48027,247128,2020
48029,1426741,2020
48031,9222,2020
48033,493,2020
48035,14222,2020
48037,71596,2020
48039,259486,2020
48041,174024,2020
48043,7434,2020
48045,1255,2020
48047,5335,2020
48049,29211,2020
48051,13863,2020
48053,35896,2020
48055,31311,2020
48057,16361,2020
48059,10549,2020
48061,290683,2020
48063,9414,2020
48065,4491,2020
48067,23275,2020
48069,5508,2020
48071,29005,2020
48073,38680,2020
48075,5878,2020
48077,8234,2020
48079,2083,2020
48081,2596,2020
48083,6562,2020
48085,693356,2020
48087,2270,2020
48089,16128,2020
48091,104157,2020
48093,10472,2020
48095,3692,2020
48097,30067,2020
48099,57580,2020
48101,1076,2020
48103,3333,2020
48105,2649,2020
48107,4270,2020
48109,1705,2020
48111,4962,2020
48113,1898783,2020
48115,9800,2020
48117,12963,2020
48119,3995,2020
48121,601971,2020
48123,15810,2020
48125,1736,2020
48127,7468,2020
48129,2701,2020
48131,8393,2020
48133,14529,2020
48135,110748,2020
48137,1708,2020
48139,123325,2020
48141,605179,2020
48143,32738,2020
48145,13622,2020
48147,26931,2020
48149,19860,2020
48151,3076,2020
48153,4293,2020
48155,1146,2020
48157,533858,2020
48159,8076,2020
48161,15163,2020
48163,14775,2020
48165,13037,2020
48167,246824,2020
48169,5237,2020
48171,21002,2020
48173,1092,2020
48175,5915,2020
48177,15079,2020
48179,16865,2020
48181,97983,2020
48183,91512,2020
48185,21410,2020
48187,115260,2020
48189,24755,2020
48191,2360,2020
48193,6562,2020
48195,3914,2020
48197,3037,2020
48199,42386,2020
48201,3362147,2020
48203,49597,2020
48205,4517,2020
48207,4691,2020
48209,156653,2020
48211,2759,2020
48213,62976,2020
48215,566969,2020
48217,27100,2020
48219,17071,2020
48221,44905,2020
48223,27182,2020
48225,18474,2020
48227,28655,2020
48229,3118,2020
48231,70024,2020
48233,15974,2020
48235,1168,2020
48237,6976,2020
48239,11024,2020
48241,26912,2020
48243,1810,2020
48245,194261,2020
48247,3623,2020
48249,29601,2020
48251,120757,2020
48253,16394,2020
48255,12129,2020
48257,85943,2020
48259,32128,2020
48261,428,2020
48263,582,2020
48265,41366,2020
48267,3519,2020
48269,167,2020
48271,3020,2020
48273,23705,2020
48275,2712,2020
